# Energy (eV) # Matrix elm 1 (a.u.) # Energy (eV) # Matrix elm 2 (a.u.)
0.503111 0.111003 0.802348 0.00290935
0.521094 0.105594 0.81756 0.00282305
0.571532 0.0940399 0.861049 0.00259377
0.646281 0.0832339 0.927481 0.00229545
0.737087 0.0758903 1.01093 0.00198837
0.837391 0.0719149 1.10603 0.00171838
0.942421 0.0704968 1.20819 0.00153056
0.513811 0.106902 0.808528 0.00289412
0.531559 0.101974 0.823661 0.00280842
0.581393 0.0912962 0.866882 0.00258488
0.65547 0.0811492 0.933008 0.00229097
0.745711 0.0741596 1.0162 0.00198589
0.845605 0.0703375 1.11111 0.00171585
0.950371 0.0689708 1.21314 0.00152662
0.950465 0.0689614 1.21308 0.00152639
0.845751 0.0703376 1.11104 0.00171551
0.745873 0.0741664 1.01613 0.00198552
0.655622 0.0811609 0.932957 0.00229064
0.58151 0.0913087 0.866857 0.00258466
0.53162 0.101981 0.823657 0.00280836
0.544323 0.0975498 0.826302 0.00284221
0.561414 0.0936094 0.84112 0.00276341
0.609711 0.0848247 0.883587 0.00255414
0.682047 0.0761208 0.948878 0.00227193
0.770796 0.0698867 1.03138 0.00197269
0.86959 0.0663638 1.12579 0.00170307
0.973625 0.0650576 1.22752 0.00151021
0.973783 0.0650379 1.2274 0.00150981
0.869818 0.0663566 1.12564 0.00170244
0.771051 0.0698899 1.03125 0.00197204
0.682285 0.0761305 0.948792 0.00227141
0.609893 0.0848359 0.883548 0.00255384
0.561513 0.0936169 0.841108 0.0027633
0.590257 0.0876873 0.853327 0.0027823
0.606528 0.0846377 0.867738 0.00271117
0.652863 0.0775963 0.909231 0.00251813
0.722939 0.0702253 0.973408 0.00224973
0.809724 0.0646243 1.05499 0.00195696
0.907072 0.0612461 1.14879 0.00168671
1.01017 0.0598254 1.25017 0.00148723
1.01034 0.0597953 1.24999 0.00148675
0.90731 0.0612274 1.14858 0.00168595
0.809994 0.0646164 1.05482 0.00195621
0.72319 0.0702243 0.973299 0.00224916
0.65306 0.0775995 0.909168 0.00251777
0.606642 0.0846423 0.867715 0.00271103
0.646422 0.0802368 0.886789 0.00273119
0.661914 0.0777586 0.900805 0.00266676
0.706327 0.0718309 0.941346 0.00248838
0.77415 0.0652507 1.00442 0.00223278
