CsTmBr3    ,"Z. Anorg. Chem. 633, 2537-2552 (2007)"
CsTmI3     ,"Z. Anorg. Chem. 633, 2537-2552 (2007)"
Dy2MgTiO6  ,"J. Molec. Struc. 1067, 205-209 (2014)"
DyInO3     ,"Jap. J. Appl. Phys 12, 1432 (1973)"
DyRhO3     ,Springer Materials
DySbO3     ,"Handbook of Inorganic Substances, Walter de Gruyter GmbH & Co (2015), P. Villars, K. Cenzual, R. Gladyshevskii "
DyTiO3     ,Springer Materials
Er2MnCoO6  ,"Solid State Phenomena, 257, 95-98 (2017) "
ErGaO3     ,Springer Materials
ErRhO3     ,Springer Materials
ErScO3     ,"J. Solid State Che.  23, 129-134 (1978)"
ErTiO3     ,"J. Magnetism and Magnetic Materials, 20(2), 165-170 (1980)"
Eu2MnWO6   ,"Inorg. Chem. 14(4), 775 (1975)"
Eu3TaO6    ,ICSD
Eu3WO6     ,Springer Materials
EuCoO3     ,"Catalysis Today, 117 (1-3), 329-336 (2006)"
EuHfO3     ,"Adv. Func. Mater. 23(15), 1864-1872 (2013)"
EuInO3     ,"J. Inorg. Nucl. Chem. 38(8), 1471-1475 (1976)"
EuMoO3     ,"Chem Mater. 24, 3746-3750 (2012)"
EuNbO3     ,"J. Solid State Chem. 239, 192-199 (2016)"
EuNpO3     ,"J Solid State Chem 17, 113-120 (1976)"
EuUO3      ,"J Solid State Chem 17, 113-120 (1976)"
EuVO3      ,"Mat Res Bull 9, 1279-1284 (1974)"
FeTiO3     ,ICSD
Gd2MgTiO6  ,"International Journal of Science and Nature 6(1), 56-62, (2015)"
Gd2MgZrO6 ,"J. Mater Res. 5(10), 2160-2164 (1990)"
Gd2NiZrO6  ,"Adv Sci Lett. 20(3-4), 828-830 (2014)"
GdInO3     ,"Jpn. J. Appl. Phys. 12, 1432 (1973)"
GdRhO3     ,"Russian Journal of Inorganic Chemistry 51(7), 1116-1121 (2006)"
HgPbO3     ,"J. Solid State Che. 6, 509-512 (1973)"
Ho2CoZrO6  ,Mat Res. Bull 47(12) 4226-4232 (2012) 
Ho2CuZrO6  ,Phys Scr. 84 015602 (2011)
Ho2MgZrO6  ,"Solid State Sci, 14(1), 21-25 (2012)"
Ho2MnFeO6  ,"PRB 82(22), 224413 (2010)"
Ho2NiZrO6  ,"Adv. Sci. Lett. 22(2), 581:583 (2016)"
Ho2TiCdO6  ,"Bull. Mater. Sci 34(3), 455-462 (2011)"
Ho2TiCuO6  ,"J. Magnetism and Magnetic Materials 303 (2), e332-e334"
Ho2TiNiO6  ,"J. Mater. Sci, 45(24), 6757-6762"
Ho2TiZnO6  ,"Indian J. Pure & Appl. Phys. 49, 613-618 (2011)"
Ho2ZnZrO6  ,"Physica B 406, 2703-2708 (2011)"
Ho2ZrCdO6  ,"J. Electroceramics 29(2), 99-105 (2012)"
HoMnO3     ,"Inorg Chem. 40(5), 1020-1028 (2001)"
HoRhO3     ,"J. Phas. Equil and Diffusion, 33(6), 429-436 (2012)"
HoTiO3     ,"J. Appl. Phys. 110, 083912 (2011) "
In2TiZnO6  ,"Am. J. Mater. Sci. 4(4), 165-168 (2014)"
K2CsEuI6   ,Sandia Report SAND2012-9951: Doty et al.
K2LiEuCl6  ,Sandia Report SAND2012-9951: Doty et al.
K2LiGdCl6  ,Sandia Report SAND2012-9951: Doty et al.
K2LiPdF6,Springer Materials
K2LiYCl6   ,Sandia Report SAND2012-9951: Doty et al.
K2NaCoF6   ,"Mat Res Bull 8, 1371-1382 (1973) "
K2NaCuF6   ,"Z. Anorg. Chem. 376 (3), 268-276 (1970)"
K2NaErBr6  ,Sandia Report SAND2012-9951: Doty et al.
K2NaErCl6  ,Sandia Report SAND2012-9951: Doty et al.
K2NaGdBr6  ,Sandia Report SAND2012-9951: Doty et al.
K2NaInF6   ,"Z. Anorg. Chem. 376 (3), 268-276 (1970)"
K2NaMnF6   ,ICSD
K2NaMoF6   ,Z. Anorg. Chem. 416(3) 240-250 (1975)
K2NaNiF6   ,Z. Anorg. Chem. 405(2) 167-175 (1974)
K2NaPdF6   ,"Proc. Indian. Acad. Sci. (Chem. Sci.) 92(1) 1-26, 1983"
K2NaRhF6   ,"Z. Anorg. Chem. 414(1), 91-96 (1975)"
K2NaTiF6   ,Acta Cryst B 25 161 (1969)
K2NaTlF6   ,Z. Anorg. Chem. 376(3) 268-276 (1970)
K2RbCeCl6  ,Sandia Report SAND2012-9951: Doty et al.
K2RbCeF6   ,"Mat. Res. Bull. 8, 1371-1382 (1973)"
K2RbEuBr6  ,Sandia Report SAND2012-9951: Doty et al.
K2RbEuCl6  ,Sandia Report SAND2012-9951: Doty et al.
K2RbEuI6   ,Sandia Report SAND2012-9951: Doty et al. 
K2ScCsF6   ,Sandia Report SAND2012-9951: Doty et al.
K3CeBr6    ,"J. Therm. Anal. Calorim. 101, 493-498 (2010)"
K3CeCl6    ,"Inorg. Chem. 46, 6, 2299 (2007)"
K3CoF6     ,Springer Materials + icsd
K3CrF6     ,ICSD
K3CuF6     ,Z. Anorg. Allg. Chem. 519 195-203 (1984) 
K3DyCl6,Springer Materials
K3DyF6,Springer Materials
K3ErF6     ,"Mat Res Bull 8, 605-618 (1973)"
K3EuCl6    ,Springer Materials
K3EuF6     ,Springer Materials
K3HoCl6    ,"Handbook of Inorganic Substances, Walter de Gruyter GmbH & Co (2015), P. Villars, K. Cenzual, R. Gladyshevskii "
K3GdCl6,Springer Materials
K3HoF6,Springer Materials
K3InF6     ,ICSD
K3LuF6,Springer Materials
K3MoF6     ,ICSD
K3NdBr6    ,"Molten Salts and Ionic Liquids: Never the Twain? John Wiley and Sons (2012), M. Gaune-Escard & K. R. Seddon"
K3NdCl6    ,Springer Materials + icsd
K3NdI6     ,"Molten Salts and Ionic Liquids: Never the Twain? John Wiley and Sons (2012), M. Gaune-Escard & K. R. Seddon"
K3NiF6     ,Springer Materials + icsd
K3PdF6     ,Z. Anorg. Allg. Chem. 540/541 (1986) 291-299
K3PrCl6    ,Springer Materials
K3PrF6     ,Springer Materials
K3ScF6     ,"J. Molec. Struct. 143, 17-20 (1986)"
K3SmF6     ,Springer Materials
K3TbBr6,"Molten Salts and Ionic Liquids: Never the Twain? John Wiley and Sons (2012), M. Gaune-Escard & K. R. Seddon"
K3TbCl6    ,"J. Solid State Chem. 115, 484-489 (1995)"
K3TbF6,Springer Materials
K3TlF6     ,ICSD
K3TmCl6,Springer Materials
K3TmF6,Springer Materials
K3VF6      ,"Polyhedron 30 (8), 1425-1429 (2011) "
K3YbF6     ,Springer Materials
K3YCl6     ,"Z. Anorg. Allg. Chem. 624, 342-348 (1998)"
KBaF3      ,"Optical Materials 30, 15-17 (2007)"
KCaBr3     ,"Optical Materials 48, 1-6 (2015)"
KCaI3      ,"Optical Materials 48, 1-6 (2015)"
KDyBr3,"Z Anorg Allg Chem 619, 1374-1378 (1993)"
KGeF3      ,"Phys Rev X,6, 041061, 2016"
KPaO3      ,"Acta Cryst B27, 731 (1971)"
KSrF3      ,"J. Luminesc. 11, 363-367 (1976)"
La2CrMoO6  ,"PRB, 80, 054415 (2009)"
La2CrNiO6  ,"Commun. Comp. Phys. 14(1), 174-185 (2013)"
La2CrWO6   ,"PRB, 80, 054415 (2009)"
La2CuNbO6  ,"PRB, 80, 054415 (2009)"
La2FeMoO6  ,"Appl. Phys. Lett. 100, 132404 (2012)"
La2LiWO6   ,"Mat Res Bull 21, 401-406 (1986) "
La2NiReO6  ,"J. Magnetism and Magnetic Materials 357, 7-12 (2014)"
La2ScNiO6  ,"Commun. Comput. Phys. 14, 174-185 (2013)"
La2ScVO6   ,"Commun. Comput. Phys. 14, 174-185 (2013)"
La2TiSrO6  ,ECS Meeting Abstract http://ma.ecsdl.org/content/MA2015-01/1/215
La2VAgO6   ,"PRB 80, 054415 (2009)"
La2VCuO6   ,"PRB 84, 115134 (2011)"
La2VReO6   ,"J. Magnetism and Magnetic Materials 323, 176-179 (2011)"
La2VTcO6   ,"PRB 80, 224418 (2009)"
La2ZnOsO6  ,"Status Report, Max Planck Institute for Chemical Physics of Solids, Sept 2012-Sept 2015"
LaAgO3     ,"J. Superconductivity 1(2), 175 (1988)"
LaAuO3     ,"PRB 89, 195121 (2014)"
LaBiO3     ,Arxiv 1611.04543v1
LaCeO3     ,"Chem. Rev. 114, 10292-10368 (2014)"
LaGdO3     ,"Appl. Phys. Lett. 102, 252905 (2013)"
LaMoO3     ,"Acta Physica Polonica A 125(2), 278 (2014)"
LaTlO3     ,arxiv 1609.03456v1
LaUN3      ,"theo J. Solid State. Chem. 233, 484-491 (2016)"
Li3CoF6,"JACS 82 (19), 5027-5030 (1960)"
Li3FeF6    ,ECS Transactions 25(14) 9-18 (2010)
LiMgF3     ,Chem Coomun 2440-2441 (2003) 
LiNiF3     ,Chem. Commun. 2440-2441 (2003)
LiWO3      ,"J. Non-crystalline solids 218, 273-279 (1997)"
LiZnF3     ,Solid State Commun. 104(1) 47-50 (1997)
LuScO3     ,"Appl. Phys. Lett. 90, 192901 (2007)"
LuTiO3     ,"J. Phys. Condens. Mater., 17(46) 7395-7406 (2005)"
MgReO3     ,"PRB 90, 094108 (2014)"
MgTiO3     ,"ACS Appl. Mater. INterfaces 5,6615-6621 (2013)"
Mn2FeNbO6  ,ICSD
Mn2FeTaO6  ,ICSD
Mn2ScSbO6  ,"Dalton Transactions 44, 20441-20448 (2015)"
Mn3ReO6    ,ICSD
MnFeO3     ,PhD Thesis Stefano Diodati Universita degli studi di Padova (2009)
MnPbO3     ,Springer Materials
MnSnO3     ,"Phys. Chem. Miner. 18, 244 (1991)"
Na2CoBaF6  ,"Mat. Res. Bull, 27, 1115-1123 (1992)"
Na2CsCeF6  ,Sandia Report SAND2012-9951: Doty et al.
Na2CsErCl6 ,Sandia Report SAND2012-9951: Doty et al.
Na2CsEuCl6 ,"Chem. Mater. 16, 4063-4070 (2004)"
Na2CsGdCl6 ,Sandia Report SAND2012-9951: Doty et al.
Na2CsLaCl6 ,Sandia Report SAND2012-9951: Doty et al.
Na2CsLaF6  ,Sandia Report SAND2012-9951: Doty et al.
Na2CsNdF6  ,Sandia Report SAND2012-9951: Doty et al.
Na2KGdCl6  ,Sandia Report SAND2012-9951: Doty et al.
Na2KLaCl6  ,Sandia Report SAND2012-9951: Doty et al.
Na2KTiF6   ,"Mat Res Bull 8, 1371-1382 (1973)"
Na2LiNdCl6 ,Sandia Report SAND2012-9951: Doty et al.
Na2NiBaF6  ,"Mat Res Bull. 27, 1115-1123 (1982)"
Na2RbErCl6 ,Sandia Report SAND2012-9951: Doty et al.
Na2RbGdCl6 ,Sandia Report SAND2012-9951: Doty et al.
Na2RbNdF6  ,Sandia Report SAND2012-9951: Doty et al.
Na2SbCsF6  ,Sandia Report SAND2012-9951: Doty et al.
Na2ScCsF6  ,Sandia Report SAND2012-9951: Doty et al.
Na2YCsF6   ,Sandia Report SAND2012-9951: Doty et al.
Na3CoF6    ,"J. Solid State Chem 13, 208-214 (1975)"
Na3CuF6    ,Springer Materials
Na3DyBr6,Springer Materials
Na3GdCl6,"Z. Anorg. Allg. Chem. 554, 25-33 (1987)"
Na3InF6    ,"PhD Thesis Daniel Schiffbauer, Uni Koln (2003)"
Na3LuCl6   ,Springer Materials
Na3TbBr6   ,Springer Materials
Na3TmBr6,Springer Materials
NaCaBr3    ,(theo) PRB 31(11) (1985)
NaCaF3     ,"(theo) Superlattices and Microstructures 82, 525-537 (2015)"
NaCdF3     ,"PRB 69,033102 (2004)"
NaOsO3     ,"PRB 87, 115119 (2013)"
NaPaO3     ,"Acta Cryst B27, 731 (1971)"
NaSrF3     ,"J. Luminescence 11, 363-367 (1976)"
Nd2MgRuO6  ,MRS Fall Meeting abstract (2014)
Nd2MnFeO6  ,arxiv:1612.04064v1
NdGdO3     ,"J. Therma. Analysis and Calorimetry 103(1), 17-21 (2011)"
NdLuO3     ,J. Solid State Chem. 11(4) 346-346 (1974)
NdSbO3     ,Springer Materials
NdYbO3     ,Physica 139 & 140 B 658-660 (1986)
Pb2CaWO6   ,"book ""High Pressure Phase Transformation A Handbook:Volume 3"" by E Yu Tonkov, Gordon and Break Publishers, page 58"
Pb2CoOsO6  ,APS March Meeting 2015 Abstract #T31.010
Pb2CrMoO6  ,"Solid State Commun. 204, 1-4 (2015)"
Pb2CrOsO6  ,"J. Alloys and Compounds 547, 126-131 (2013)"
Pb2CrReO6  ,"Chem. Mater. 27(12), 4450-4458 (2015)"
Pb2FeOsO6  ,"Inorg Chem 55(19), 9816-9821 (2016)"
Pb2FeSbO6  ,"J. Siberian Federal University Mathematics & Physics 2013, 6(2), 227-336"
Pb2LuTaO6  ,"Crystallography Rep. 44(2), 247-249 (1999)"
Pb2MoOsO6  ,"Solid State Sci 19, 94-98 (2013) "
Pb2NbBiO6  ,"J. Mater Sci. 28(2), 1824-1831 (2017)"
Pb2NbHoO6  ,"JACS 132, 14470-14480 (2010)"
Pb2SbLuO6  ,"Inorg Chem 50(12), 5545-5557 (2011) "
Pb2ScOsO6  ,Institute Laue-Langevin data report http://doi.ill.fr/10.5291/ILL-DATA.5-31-2421
Pb2TcReO6  ,"Solid State Sci. 19, 94-98 (2013)"
Pb2TiVO6   ,"SPIN 04, 1450001 (2014)"
Pb2TiZrO6  ,"PRB 70, 014108 (2004)"
Pb2YSbO6   ,(icsd)
PbFeO3     ,"Mineralogical Magazie, 39, 49-53 (1973)"
PbMoO3     ,"Mater. Chem. Phys. 78, 432-436 (2002)"
PbTaO3     ,"RSC Advances 6, 48009-48015 (2016)"
PbWO3      ,"Mater. Chem. Phys. 78, 432-436 (2002)"
PdTiO3     ,"Book: Perovskite Oxide for Solid Oxide Fuel Cells, Springer, Editor: Tatsumi Ishihara, Chapter 1"
PmCrO3     ,"J. Alloys Comp. 480 (2), 650-657 (2009)"
PmFeO3,Springer Materials
PmGaO3     ,"J. Phys. Condens. Matter 17, 6217-6234 (2005)"
PmInO3     ,"J. Alloys Comp. 480 (2), 650-657 (2009)"
PmScO3     ,arxiv:1304.1631
Pr2CoZrO6  ,"J. Alloys and Compounds, 634, 246-252 (2015)"
Pr2CuZrO6  ,J. Mater Sci 27(4) 3845-3853 (2016)
Pr2MnFeO6  ,"J. Appl. Phys. 107(9), 09E305 (2010)"
Pr2NiZrO6  ,"J. Alloys and Comp. 689, 617-624 (2016)"
Pr2TiZnO6  ,"J. Solid State Che. 229, 97-102 (2015)"
Pr2ZnZrO6  ,"J. Mater. Sci. Materials in Electronics 24(11), 4399 (2013)"
PrTiO3     ,"J. Magnetism and Magnetic Materials 44, 299-303 (1984)"
PrYbO3     ,"J. Solid State Chem. 11(4), 346-346 (1974)"
PrYO3      ,"J. Europ. Ceram. Soc. 28, 2363-2388 (2008)"
PuGaO3     ,J. Am. Ceramic. Soc. 85 (11) 2811-2816 (2002)
RaPbO3     ,"Radiochemistry, 55(1) 41-45 (2013)"
Rb2CsCeBr6 ,Sandia Report SAND2012-9951: Doty et al.
Rb2CsCeF6  ,Sandia Report SAND2012-9951: Doty et al.
Rb2CsErCl6 ,Sandia Report SAND2012-9951: Doty et al.
Rb2CsEuBr6 ,Sandia Report SAND2012-9951: Doty et al.
Rb2CsEuCl6 ,Sandia Report SAND2012-9951: Doty et al.
Rb2CsGdBr6 ,Sandia Report SAND2012-9951: Doty et al.
Rb2CsGdCl6 ,Sandia Report SAND2012-9951: Doty et al.
Rb2CsGdF6  ,Sandia Report SAND2012-9951: Doty et al.
Rb2CsGdI6  ,Sandia Report SAND2012-9951: Doty et al.
Rb2CsNdBr6 ,Sandia Report SAND2012-9951: Doty et al.
Rb2CsNdCl6 ,Sandia Report SAND2012-9951: Doty et al.
Rb2CsNdF6  ,Sandia Report SAND2012-9951: Doty et al.
Rb2CsNdI6  ,Sandia Report SAND2012-9951: Doty et al.
Rb2InCsF6  ,"Z. Anorg. Chem. 423(2), 125-132 (1976)"
Rb2InTlF6  ,"Z. Anorg. Chem. 423(2), 125-132 (1976)"
Rb2KCoF6   ,"Z. Anorg. Chem. 407(3), 313-318 (1974)"
Rb2KCuF6   ,Springer Materials
Rb2KEuI6   ,Sandia Report SAND2012-9951: Doty et al.
Rb2KLaCl6  ,"Thermochimica Acta 234, 287-295 (1994)"
Rb2KMnF6   ,"Z. Anorg. Chem. 319(2), 117-125 (1972)"
Rb2KMoF6   ,"Z. Anorg. Chem. 416(3), 240-250 (1975)"
Rb2KNdBr6  ,Sandia Report SAND2012-9951: Doty et al.
Rb2KNiF6   ,"Z. Anorg. Chem. 405(2), 167-175 (1974)"
Rb2KPdF6   ,Springer Materials
Rb2KRhF6   ,"Z. Anorg. Chem. 414(1), 91-96 (1975)"
Rb2KTiF6   ,"Z. Anorg. Chem. 403(2), 127-136 (1974)"
Rb2LiGdF6  ,Sandia Report SAND2012-9951: Doty et al.
Rb2LiNdF6  ,Sandia Report SAND2012-9951: Doty et al.
Rb2NaBiF6  ,(icsd)
Rb2NaCoF6  ,(icsd)
Rb2NaEuBr6 ,Sandia Report SAND2012-9951: Doty et al.
Rb2NaGdBr6 ,Sandia Report SAND2012-9951: Doty et al.
Rb2NaGdF6  ,"J. Luminesc. 149, 374-384 (2014)"
Rb2NaGdI6  ,Sandia Report SAND2012-9951: Doty et al.
Rb2NaInF6  ,"Radiation effects and defects in solids Y., 135 (1-4) 137-141 (1995)"
Rb2NaMnF6  ,"Zeit. Anorg. Chem. 391(2), 117-125 (1972)"
Rb2NaMoF6  ,"Zeit. Anorg. Chem. 416(3), 240-250 (1975)"
Rb2NaNiF6  ,"Zeit. Anorg. Chem. 405(2), 167-175 (1974)"
Rb2NaRhF6  ,"Zeit. Anorg. Chem. 414(1), 91-96 (1975)"
Rb2NaTiF6  ,"Zeit. Anorg. Chem. 403(2), 127-136 (1974)"
